country,player,club,forward_or_back,stat,count
Scotland,Fraser Brown,Glasgow,Forward,Metres Gained,20
Scotland,Fraser Brown,Glasgow,Forward,Carries,10
Scotland,Fraser Brown,Glasgow,Forward,Metres Per Carry,2
Scotland,Fraser Brown,Glasgow,Forward,Minutes Played,74
Scotland,Fraser Brown,Glasgow,Forward,Points,0
Scotland,Fraser Brown,Glasgow,Forward,Tries,0
Scotland,Fraser Brown,Glasgow,Forward,Try Assists,0
Scotland,Fraser Brown,Glasgow,Forward,Conversions,0
Scotland,Fraser Brown,Glasgow,Forward,Penalty Goals,0
Scotland,Fraser Brown,Glasgow,Forward,Drop Goals,0
Scotland,Fraser Brown,Glasgow,Forward,Defenders Beaten,2
Scotland,Fraser Brown,Glasgow,Forward,Clean Breaks,0
Scotland,Fraser Brown,Glasgow,Forward,Gain Line Successes,2
Scotland,Fraser Brown,Glasgow,Forward,Interceptions,0
Scotland,Fraser Brown,Glasgow,Forward,Passes Made,2
Scotland,Fraser Brown,Glasgow,Forward,Off Loads Made,0
Scotland,Fraser Brown,Glasgow,Forward,Tackles Made,19
Scotland,Fraser Brown,Glasgow,Forward,Missed Tackles,1
Scotland,Fraser Brown,Glasgow,Forward,Turnovers Won,0
Scotland,Fraser Brown,Glasgow,Forward,Turnovers Conceded,0
Scotland,Fraser Brown,Glasgow,Forward,Handling Errors,0
Scotland,Fraser Brown,Glasgow,Forward,Penalties Conceded,1
Scotland,Fraser Brown,Glasgow,Forward,Kicks From Hand,0
Scotland,Fraser Brown,Glasgow,Forward,Kicks Caught,0
Scotland,Fraser Brown,Glasgow,Forward,Successful Lineout Takes,0
Scotland,Fraser Brown,Glasgow,Forward,Stolen Lineouts,0
Scotland,Fraser Brown,Glasgow,Forward,Yellow Cards,0
Scotland,Fraser Brown,Glasgow,Forward,Red Cards,0
Scotland,Allan Dell,Edinburgh,Forward,Metres Gained,64
Scotland,Allan Dell,Edinburgh,Forward,Carries,22
Scotland,Allan Dell,Edinburgh,Forward,Metres Per Carry,2.909090909090909
Scotland,Allan Dell,Edinburgh,Forward,Minutes Played,313
Scotland,Allan Dell,Edinburgh,Forward,Points,0
Scotland,Allan Dell,Edinburgh,Forward,Tries,0
Scotland,Allan Dell,Edinburgh,Forward,Try Assists,0
Scotland,Allan Dell,Edinburgh,Forward,Conversions,0
Scotland,Allan Dell,Edinburgh,Forward,Penalty Goals,0
Scotland,Allan Dell,Edinburgh,Forward,Drop Goals,0
Scotland,Allan Dell,Edinburgh,Forward,Defenders Beaten,2
Scotland,Allan Dell,Edinburgh,Forward,Clean Breaks,1
Scotland,Allan Dell,Edinburgh,Forward,Gain Line Successes,13
Scotland,Allan Dell,Edinburgh,Forward,Interceptions,0
Scotland,Allan Dell,Edinburgh,Forward,Passes Made,5
Scotland,Allan Dell,Edinburgh,Forward,Off Loads Made,0
Scotland,Allan Dell,Edinburgh,Forward,Tackles Made,76
Scotland,Allan Dell,Edinburgh,Forward,Missed Tackles,4
Scotland,Allan Dell,Edinburgh,Forward,Turnovers Won,2
Scotland,Allan Dell,Edinburgh,Forward,Turnovers Conceded,1
Scotland,Allan Dell,Edinburgh,Forward,Handling Errors,1
Scotland,Allan Dell,Edinburgh,Forward,Penalties Conceded,3
Scotland,Allan Dell,Edinburgh,Forward,Kicks From Hand,0
Scotland,Allan Dell,Edinburgh,Forward,Kicks Caught,0
Scotland,Allan Dell,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Allan Dell,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Allan Dell,Edinburgh,Forward,Yellow Cards,0
Scotland,Allan Dell,Edinburgh,Forward,Red Cards,0
Scotland,Zander Fagerson,Glasgow,Forward,Metres Gained,1
Scotland,Zander Fagerson,Glasgow,Forward,Carries,2
Scotland,Zander Fagerson,Glasgow,Forward,Metres Per Carry,0.5
Scotland,Zander Fagerson,Glasgow,Forward,Minutes Played,16
Scotland,Zander Fagerson,Glasgow,Forward,Points,0
Scotland,Zander Fagerson,Glasgow,Forward,Tries,0
Scotland,Zander Fagerson,Glasgow,Forward,Try Assists,0
Scotland,Zander Fagerson,Glasgow,Forward,Conversions,0
Scotland,Zander Fagerson,Glasgow,Forward,Penalty Goals,0
Scotland,Zander Fagerson,Glasgow,Forward,Drop Goals,0
Scotland,Zander Fagerson,Glasgow,Forward,Defenders Beaten,0
Scotland,Zander Fagerson,Glasgow,Forward,Clean Breaks,0
Scotland,Zander Fagerson,Glasgow,Forward,Gain Line Successes,1
Scotland,Zander Fagerson,Glasgow,Forward,Interceptions,0
Scotland,Zander Fagerson,Glasgow,Forward,Passes Made,1
Scotland,Zander Fagerson,Glasgow,Forward,Off Loads Made,0
Scotland,Zander Fagerson,Glasgow,Forward,Tackles Made,3
Scotland,Zander Fagerson,Glasgow,Forward,Missed Tackles,0
Scotland,Zander Fagerson,Glasgow,Forward,Turnovers Won,0
Scotland,Zander Fagerson,Glasgow,Forward,Turnovers Conceded,0
Scotland,Zander Fagerson,Glasgow,Forward,Handling Errors,0
Scotland,Zander Fagerson,Glasgow,Forward,Penalties Conceded,1
Scotland,Zander Fagerson,Glasgow,Forward,Kicks From Hand,0
Scotland,Zander Fagerson,Glasgow,Forward,Kicks Caught,0
Scotland,Zander Fagerson,Glasgow,Forward,Successful Lineout Takes,0
Scotland,Zander Fagerson,Glasgow,Forward,Stolen Lineouts,0
Scotland,Zander Fagerson,Glasgow,Forward,Yellow Cards,0
Scotland,Zander Fagerson,Glasgow,Forward,Red Cards,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Metres Gained,42
Scotland,Grant Gilchrist,Edinburgh,Forward,Carries,44
Scotland,Grant Gilchrist,Edinburgh,Forward,Metres Per Carry,0.9545454545454546
Scotland,Grant Gilchrist,Edinburgh,Forward,Minutes Played,376
Scotland,Grant Gilchrist,Edinburgh,Forward,Points,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Tries,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Try Assists,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Conversions,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Penalty Goals,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Drop Goals,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Defenders Beaten,2
Scotland,Grant Gilchrist,Edinburgh,Forward,Clean Breaks,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Gain Line Successes,13
Scotland,Grant Gilchrist,Edinburgh,Forward,Interceptions,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Passes Made,16
Scotland,Grant Gilchrist,Edinburgh,Forward,Off Loads Made,1
Scotland,Grant Gilchrist,Edinburgh,Forward,Tackles Made,70
Scotland,Grant Gilchrist,Edinburgh,Forward,Missed Tackles,6
Scotland,Grant Gilchrist,Edinburgh,Forward,Turnovers Won,2
Scotland,Grant Gilchrist,Edinburgh,Forward,Turnovers Conceded,2
Scotland,Grant Gilchrist,Edinburgh,Forward,Handling Errors,1
Scotland,Grant Gilchrist,Edinburgh,Forward,Penalties Conceded,4
Scotland,Grant Gilchrist,Edinburgh,Forward,Kicks From Hand,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Kicks Caught,2
Scotland,Grant Gilchrist,Edinburgh,Forward,Successful Lineout Takes,19
Scotland,Grant Gilchrist,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Yellow Cards,0
Scotland,Grant Gilchrist,Edinburgh,Forward,Red Cards,0
Scotland,Jonny Gray,Glasgow,Forward,Metres Gained,14
Scotland,Jonny Gray,Glasgow,Forward,Carries,25
Scotland,Jonny Gray,Glasgow,Forward,Metres Per Carry,0.56
Scotland,Jonny Gray,Glasgow,Forward,Minutes Played,222
Scotland,Jonny Gray,Glasgow,Forward,Points,0
Scotland,Jonny Gray,Glasgow,Forward,Tries,0
Scotland,Jonny Gray,Glasgow,Forward,Try Assists,0
Scotland,Jonny Gray,Glasgow,Forward,Conversions,0
Scotland,Jonny Gray,Glasgow,Forward,Penalty Goals,0
Scotland,Jonny Gray,Glasgow,Forward,Drop Goals,0
Scotland,Jonny Gray,Glasgow,Forward,Defenders Beaten,1
Scotland,Jonny Gray,Glasgow,Forward,Clean Breaks,0
Scotland,Jonny Gray,Glasgow,Forward,Gain Line Successes,8
Scotland,Jonny Gray,Glasgow,Forward,Interceptions,0
Scotland,Jonny Gray,Glasgow,Forward,Passes Made,8
Scotland,Jonny Gray,Glasgow,Forward,Off Loads Made,1
Scotland,Jonny Gray,Glasgow,Forward,Tackles Made,68
Scotland,Jonny Gray,Glasgow,Forward,Missed Tackles,1
Scotland,Jonny Gray,Glasgow,Forward,Turnovers Won,0
Scotland,Jonny Gray,Glasgow,Forward,Turnovers Conceded,1
Scotland,Jonny Gray,Glasgow,Forward,Handling Errors,1
Scotland,Jonny Gray,Glasgow,Forward,Penalties Conceded,2
Scotland,Jonny Gray,Glasgow,Forward,Kicks From Hand,0
Scotland,Jonny Gray,Glasgow,Forward,Kicks Caught,0
Scotland,Jonny Gray,Glasgow,Forward,Successful Lineout Takes,1
Scotland,Jonny Gray,Glasgow,Forward,Stolen Lineouts,1
Scotland,Jonny Gray,Glasgow,Forward,Yellow Cards,0
Scotland,Jonny Gray,Glasgow,Forward,Red Cards,0
Scotland,Stuart McInally,Edinburgh,Forward,Metres Gained,124
Scotland,Stuart McInally,Edinburgh,Forward,Carries,38
Scotland,Stuart McInally,Edinburgh,Forward,Metres Per Carry,3.263157894736842
Scotland,Stuart McInally,Edinburgh,Forward,Minutes Played,314
Scotland,Stuart McInally,Edinburgh,Forward,Points,5
Scotland,Stuart McInally,Edinburgh,Forward,Tries,1
Scotland,Stuart McInally,Edinburgh,Forward,Try Assists,0
Scotland,Stuart McInally,Edinburgh,Forward,Conversions,0
Scotland,Stuart McInally,Edinburgh,Forward,Penalty Goals,0
Scotland,Stuart McInally,Edinburgh,Forward,Drop Goals,0
Scotland,Stuart McInally,Edinburgh,Forward,Defenders Beaten,6
Scotland,Stuart McInally,Edinburgh,Forward,Clean Breaks,3
Scotland,Stuart McInally,Edinburgh,Forward,Gain Line Successes,15
Scotland,Stuart McInally,Edinburgh,Forward,Interceptions,0
Scotland,Stuart McInally,Edinburgh,Forward,Passes Made,11
Scotland,Stuart McInally,Edinburgh,Forward,Off Loads Made,1
Scotland,Stuart McInally,Edinburgh,Forward,Tackles Made,52
Scotland,Stuart McInally,Edinburgh,Forward,Missed Tackles,7
Scotland,Stuart McInally,Edinburgh,Forward,Turnovers Won,1
Scotland,Stuart McInally,Edinburgh,Forward,Turnovers Conceded,0
Scotland,Stuart McInally,Edinburgh,Forward,Handling Errors,0
Scotland,Stuart McInally,Edinburgh,Forward,Penalties Conceded,5
Scotland,Stuart McInally,Edinburgh,Forward,Kicks From Hand,0
Scotland,Stuart McInally,Edinburgh,Forward,Kicks Caught,0
Scotland,Stuart McInally,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Stuart McInally,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Stuart McInally,Edinburgh,Forward,Yellow Cards,0
Scotland,Stuart McInally,Edinburgh,Forward,Red Cards,0
Scotland,Willem Nel,Edinburgh,Forward,Metres Gained,1
Scotland,Willem Nel,Edinburgh,Forward,Carries,7
Scotland,Willem Nel,Edinburgh,Forward,Metres Per Carry,0.14285714285714285
Scotland,Willem Nel,Edinburgh,Forward,Minutes Played,173
Scotland,Willem Nel,Edinburgh,Forward,Points,0
Scotland,Willem Nel,Edinburgh,Forward,Tries,0
Scotland,Willem Nel,Edinburgh,Forward,Try Assists,0
Scotland,Willem Nel,Edinburgh,Forward,Conversions,0
Scotland,Willem Nel,Edinburgh,Forward,Penalty Goals,0
Scotland,Willem Nel,Edinburgh,Forward,Drop Goals,0
Scotland,Willem Nel,Edinburgh,Forward,Defenders Beaten,0
Scotland,Willem Nel,Edinburgh,Forward,Clean Breaks,0
Scotland,Willem Nel,Edinburgh,Forward,Gain Line Successes,1
Scotland,Willem Nel,Edinburgh,Forward,Interceptions,0
Scotland,Willem Nel,Edinburgh,Forward,Passes Made,3
Scotland,Willem Nel,Edinburgh,Forward,Off Loads Made,0
Scotland,Willem Nel,Edinburgh,Forward,Tackles Made,27
Scotland,Willem Nel,Edinburgh,Forward,Missed Tackles,6
Scotland,Willem Nel,Edinburgh,Forward,Turnovers Won,0
Scotland,Willem Nel,Edinburgh,Forward,Turnovers Conceded,2
Scotland,Willem Nel,Edinburgh,Forward,Handling Errors,2
Scotland,Willem Nel,Edinburgh,Forward,Penalties Conceded,1
Scotland,Willem Nel,Edinburgh,Forward,Kicks From Hand,0
Scotland,Willem Nel,Edinburgh,Forward,Kicks Caught,0
Scotland,Willem Nel,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Willem Nel,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Willem Nel,Edinburgh,Forward,Yellow Cards,0
Scotland,Willem Nel,Edinburgh,Forward,Red Cards,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Metres Gained,47
Scotland,Jamie Ritchie,Edinburgh,Forward,Carries,33
Scotland,Jamie Ritchie,Edinburgh,Forward,Metres Per Carry,1.4242424242424243
Scotland,Jamie Ritchie,Edinburgh,Forward,Minutes Played,302
Scotland,Jamie Ritchie,Edinburgh,Forward,Points,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Tries,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Try Assists,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Conversions,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Penalty Goals,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Drop Goals,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Defenders Beaten,3
Scotland,Jamie Ritchie,Edinburgh,Forward,Clean Breaks,1
Scotland,Jamie Ritchie,Edinburgh,Forward,Gain Line Successes,12
Scotland,Jamie Ritchie,Edinburgh,Forward,Interceptions,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Passes Made,23
Scotland,Jamie Ritchie,Edinburgh,Forward,Off Loads Made,2
Scotland,Jamie Ritchie,Edinburgh,Forward,Tackles Made,66
Scotland,Jamie Ritchie,Edinburgh,Forward,Missed Tackles,6
Scotland,Jamie Ritchie,Edinburgh,Forward,Turnovers Won,3
Scotland,Jamie Ritchie,Edinburgh,Forward,Turnovers Conceded,2
Scotland,Jamie Ritchie,Edinburgh,Forward,Handling Errors,1
Scotland,Jamie Ritchie,Edinburgh,Forward,Penalties Conceded,6
Scotland,Jamie Ritchie,Edinburgh,Forward,Kicks From Hand,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Kicks Caught,2
Scotland,Jamie Ritchie,Edinburgh,Forward,Successful Lineout Takes,11
Scotland,Jamie Ritchie,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Yellow Cards,0
Scotland,Jamie Ritchie,Edinburgh,Forward,Red Cards,0
Scotland,Ben Toolis,Edinburgh,Forward,Metres Gained,25
Scotland,Ben Toolis,Edinburgh,Forward,Carries,24
Scotland,Ben Toolis,Edinburgh,Forward,Metres Per Carry,1.0416666666666667
Scotland,Ben Toolis,Edinburgh,Forward,Minutes Played,202
Scotland,Ben Toolis,Edinburgh,Forward,Points,0
Scotland,Ben Toolis,Edinburgh,Forward,Tries,0
Scotland,Ben Toolis,Edinburgh,Forward,Try Assists,0
Scotland,Ben Toolis,Edinburgh,Forward,Conversions,0
Scotland,Ben Toolis,Edinburgh,Forward,Penalty Goals,0
Scotland,Ben Toolis,Edinburgh,Forward,Drop Goals,0
Scotland,Ben Toolis,Edinburgh,Forward,Defenders Beaten,1
Scotland,Ben Toolis,Edinburgh,Forward,Clean Breaks,1
Scotland,Ben Toolis,Edinburgh,Forward,Gain Line Successes,9
Scotland,Ben Toolis,Edinburgh,Forward,Interceptions,0
Scotland,Ben Toolis,Edinburgh,Forward,Passes Made,4
Scotland,Ben Toolis,Edinburgh,Forward,Off Loads Made,0
Scotland,Ben Toolis,Edinburgh,Forward,Tackles Made,39
Scotland,Ben Toolis,Edinburgh,Forward,Missed Tackles,4
Scotland,Ben Toolis,Edinburgh,Forward,Turnovers Won,0
Scotland,Ben Toolis,Edinburgh,Forward,Turnovers Conceded,3
Scotland,Ben Toolis,Edinburgh,Forward,Handling Errors,2
Scotland,Ben Toolis,Edinburgh,Forward,Penalties Conceded,2
Scotland,Ben Toolis,Edinburgh,Forward,Kicks From Hand,0
Scotland,Ben Toolis,Edinburgh,Forward,Kicks Caught,0
Scotland,Ben Toolis,Edinburgh,Forward,Successful Lineout Takes,10
Scotland,Ben Toolis,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Ben Toolis,Edinburgh,Forward,Yellow Cards,0
Scotland,Ben Toolis,Edinburgh,Forward,Red Cards,0
Scotland,Hamish Watson,Edinburgh,Forward,Metres Gained,61
Scotland,Hamish Watson,Edinburgh,Forward,Carries,13
Scotland,Hamish Watson,Edinburgh,Forward,Metres Per Carry,4.6923076923076925
Scotland,Hamish Watson,Edinburgh,Forward,Minutes Played,102
Scotland,Hamish Watson,Edinburgh,Forward,Points,0
Scotland,Hamish Watson,Edinburgh,Forward,Tries,0
Scotland,Hamish Watson,Edinburgh,Forward,Try Assists,0
Scotland,Hamish Watson,Edinburgh,Forward,Conversions,0
Scotland,Hamish Watson,Edinburgh,Forward,Penalty Goals,0
Scotland,Hamish Watson,Edinburgh,Forward,Drop Goals,0
Scotland,Hamish Watson,Edinburgh,Forward,Defenders Beaten,14
Scotland,Hamish Watson,Edinburgh,Forward,Clean Breaks,1
Scotland,Hamish Watson,Edinburgh,Forward,Gain Line Successes,7
Scotland,Hamish Watson,Edinburgh,Forward,Interceptions,0
Scotland,Hamish Watson,Edinburgh,Forward,Passes Made,4
Scotland,Hamish Watson,Edinburgh,Forward,Off Loads Made,2
Scotland,Hamish Watson,Edinburgh,Forward,Tackles Made,20
Scotland,Hamish Watson,Edinburgh,Forward,Missed Tackles,2
Scotland,Hamish Watson,Edinburgh,Forward,Turnovers Won,0
Scotland,Hamish Watson,Edinburgh,Forward,Turnovers Conceded,0
Scotland,Hamish Watson,Edinburgh,Forward,Handling Errors,0
Scotland,Hamish Watson,Edinburgh,Forward,Penalties Conceded,2
Scotland,Hamish Watson,Edinburgh,Forward,Kicks From Hand,0
Scotland,Hamish Watson,Edinburgh,Forward,Kicks Caught,0
Scotland,Hamish Watson,Edinburgh,Forward,Successful Lineout Takes,0
Scotland,Hamish Watson,Edinburgh,Forward,Stolen Lineouts,0
Scotland,Hamish Watson,Edinburgh,Forward,Yellow Cards,0
Scotland,Hamish Watson,Edinburgh,Forward,Red Cards,0
Scotland,Darcy Graham,Edinburgh,Back,Metres Gained,137
Scotland,Darcy Graham,Edinburgh,Back,Carries,23
Scotland,Darcy Graham,Edinburgh,Back,Metres Per Carry,5.956521739130435
Scotland,Darcy Graham,Edinburgh,Back,Minutes Played,160
Scotland,Darcy Graham,Edinburgh,Back,Points,15
Scotland,Darcy Graham,Edinburgh,Back,Tries,3
Scotland,Darcy Graham,Edinburgh,Back,Try Assists,0
Scotland,Darcy Graham,Edinburgh,Back,Conversions,0
Scotland,Darcy Graham,Edinburgh,Back,Penalty Goals,0
Scotland,Darcy Graham,Edinburgh,Back,Drop Goals,0
Scotland,Darcy Graham,Edinburgh,Back,Defenders Beaten,9
Scotland,Darcy Graham,Edinburgh,Back,Clean Breaks,6
Scotland,Darcy Graham,Edinburgh,Back,Gain Line Successes,5
Scotland,Darcy Graham,Edinburgh,Back,Interceptions,1
Scotland,Darcy Graham,Edinburgh,Back,Passes Made,4
Scotland,Darcy Graham,Edinburgh,Back,Off Loads Made,1
Scotland,Darcy Graham,Edinburgh,Back,Tackles Made,11
Scotland,Darcy Graham,Edinburgh,Back,Missed Tackles,3
Scotland,Darcy Graham,Edinburgh,Back,Turnovers Won,1
Scotland,Darcy Graham,Edinburgh,Back,Turnovers Conceded,1
Scotland,Darcy Graham,Edinburgh,Back,Handling Errors,0
Scotland,Darcy Graham,Edinburgh,Back,Penalties Conceded,0
Scotland,Darcy Graham,Edinburgh,Back,Kicks From Hand,2
Scotland,Darcy Graham,Edinburgh,Back,Kicks Caught,5
Scotland,Darcy Graham,Edinburgh,Back,Successful Lineout Takes,0
Scotland,Darcy Graham,Edinburgh,Back,Stolen Lineouts,0
Scotland,Darcy Graham,Edinburgh,Back,Yellow Cards,0
Scotland,Darcy Graham,Edinburgh,Back,Red Cards,0
Scotland,Chris Harris,Gloucester,Back,Metres Gained,10
Scotland,Chris Harris,Gloucester,Back,Carries,3
Scotland,Chris Harris,Gloucester,Back,Metres Per Carry,3.3333333333333335
Scotland,Chris Harris,Gloucester,Back,Minutes Played,47
Scotland,Chris Harris,Gloucester,Back,Points,5
Scotland,Chris Harris,Gloucester,Back,Tries,1
Scotland,Chris Harris,Gloucester,Back,Try Assists,0
Scotland,Chris Harris,Gloucester,Back,Conversions,0
Scotland,Chris Harris,Gloucester,Back,Penalty Goals,0
Scotland,Chris Harris,Gloucester,Back,Drop Goals,0
Scotland,Chris Harris,Gloucester,Back,Defenders Beaten,1
Scotland,Chris Harris,Gloucester,Back,Clean Breaks,1
Scotland,Chris Harris,Gloucester,Back,Gain Line Successes,0
Scotland,Chris Harris,Gloucester,Back,Interceptions,0
Scotland,Chris Harris,Gloucester,Back,Passes Made,1
Scotland,Chris Harris,Gloucester,Back,Off Loads Made,0
Scotland,Chris Harris,Gloucester,Back,Tackles Made,11
Scotland,Chris Harris,Gloucester,Back,Missed Tackles,2
Scotland,Chris Harris,Gloucester,Back,Turnovers Won,0
Scotland,Chris Harris,Gloucester,Back,Turnovers Conceded,0
Scotland,Chris Harris,Gloucester,Back,Handling Errors,0
Scotland,Chris Harris,Gloucester,Back,Penalties Conceded,0
Scotland,Chris Harris,Gloucester,Back,Kicks From Hand,0
Scotland,Chris Harris,Gloucester,Back,Kicks Caught,1
Scotland,Chris Harris,Gloucester,Back,Successful Lineout Takes,0
Scotland,Chris Harris,Gloucester,Back,Stolen Lineouts,0
Scotland,Chris Harris,Gloucester,Back,Yellow Cards,0
Scotland,Chris Harris,Gloucester,Back,Red Cards,0
Scotland,Adam Hastings,Glasgow,Back,Metres Gained,114
Scotland,Adam Hastings,Glasgow,Back,Carries,22
Scotland,Adam Hastings,Glasgow,Back,Metres Per Carry,5.181818181818182
Scotland,Adam Hastings,Glasgow,Back,Minutes Played,105
Scotland,Adam Hastings,Glasgow,Back,Points,2
Scotland,Adam Hastings,Glasgow,Back,Tries,0
Scotland,Adam Hastings,Glasgow,Back,Try Assists,1
Scotland,Adam Hastings,Glasgow,Back,Conversions,1
Scotland,Adam Hastings,Glasgow,Back,Penalty Goals,0
Scotland,Adam Hastings,Glasgow,Back,Drop Goals,0
Scotland,Adam Hastings,Glasgow,Back,Defenders Beaten,8
Scotland,Adam Hastings,Glasgow,Back,Clean Breaks,3
Scotland,Adam Hastings,Glasgow,Back,Gain Line Successes,4
Scotland,Adam Hastings,Glasgow,Back,Interceptions,1
Scotland,Adam Hastings,Glasgow,Back,Passes Made,29
Scotland,Adam Hastings,Glasgow,Back,Off Loads Made,2
Scotland,Adam Hastings,Glasgow,Back,Tackles Made,4
Scotland,Adam Hastings,Glasgow,Back,Missed Tackles,5
Scotland,Adam Hastings,Glasgow,Back,Turnovers Won,1
Scotland,Adam Hastings,Glasgow,Back,Turnovers Conceded,0
Scotland,Adam Hastings,Glasgow,Back,Handling Errors,0
Scotland,Adam Hastings,Glasgow,Back,Penalties Conceded,0
Scotland,Adam Hastings,Glasgow,Back,Kicks From Hand,6
Scotland,Adam Hastings,Glasgow,Back,Kicks Caught,9
Scotland,Adam Hastings,Glasgow,Back,Successful Lineout Takes,0
Scotland,Adam Hastings,Glasgow,Back,Stolen Lineouts,0
Scotland,Adam Hastings,Glasgow,Back,Yellow Cards,0
Scotland,Adam Hastings,Glasgow,Back,Red Cards,0
Scotland,Stuart Hogg,Glasgow,Back,Metres Gained,162
Scotland,Stuart Hogg,Glasgow,Back,Carries,18
Scotland,Stuart Hogg,Glasgow,Back,Metres Per Carry,9
Scotland,Stuart Hogg,Glasgow,Back,Minutes Played,96
Scotland,Stuart Hogg,Glasgow,Back,Points,5
Scotland,Stuart Hogg,Glasgow,Back,Tries,1
Scotland,Stuart Hogg,Glasgow,Back,Try Assists,1
Scotland,Stuart Hogg,Glasgow,Back,Conversions,0
Scotland,Stuart Hogg,Glasgow,Back,Penalty Goals,0
Scotland,Stuart Hogg,Glasgow,Back,Drop Goals,0
Scotland,Stuart Hogg,Glasgow,Back,Defenders Beaten,5
Scotland,Stuart Hogg,Glasgow,Back,Clean Breaks,4
Scotland,Stuart Hogg,Glasgow,Back,Gain Line Successes,8
Scotland,Stuart Hogg,Glasgow,Back,Interceptions,0
Scotland,Stuart Hogg,Glasgow,Back,Passes Made,6
Scotland,Stuart Hogg,Glasgow,Back,Off Loads Made,2
Scotland,Stuart Hogg,Glasgow,Back,Tackles Made,4
Scotland,Stuart Hogg,Glasgow,Back,Missed Tackles,1
Scotland,Stuart Hogg,Glasgow,Back,Turnovers Won,0
Scotland,Stuart Hogg,Glasgow,Back,Turnovers Conceded,0
Scotland,Stuart Hogg,Glasgow,Back,Handling Errors,0
Scotland,Stuart Hogg,Glasgow,Back,Penalties Conceded,1
Scotland,Stuart Hogg,Glasgow,Back,Kicks From Hand,12
Scotland,Stuart Hogg,Glasgow,Back,Kicks Caught,4
Scotland,Stuart Hogg,Glasgow,Back,Successful Lineout Takes,0
Scotland,Stuart Hogg,Glasgow,Back,Stolen Lineouts,0
Scotland,Stuart Hogg,Glasgow,Back,Yellow Cards,0
Scotland,Stuart Hogg,Glasgow,Back,Red Cards,0
Scotland,Sam Johnson,Glasgow,Back,Metres Gained,133
Scotland,Sam Johnson,Glasgow,Back,Carries,35
Scotland,Sam Johnson,Glasgow,Back,Metres Per Carry,3.8
Scotland,Sam Johnson,Glasgow,Back,Minutes Played,275
Scotland,Sam Johnson,Glasgow,Back,Points,10
Scotland,Sam Johnson,Glasgow,Back,Tries,2
Scotland,Sam Johnson,Glasgow,Back,Try Assists,0
Scotland,Sam Johnson,Glasgow,Back,Conversions,0
Scotland,Sam Johnson,Glasgow,Back,Penalty Goals,0
Scotland,Sam Johnson,Glasgow,Back,Drop Goals,0
Scotland,Sam Johnson,Glasgow,Back,Defenders Beaten,18
Scotland,Sam Johnson,Glasgow,Back,Clean Breaks,5
Scotland,Sam Johnson,Glasgow,Back,Gain Line Successes,13
Scotland,Sam Johnson,Glasgow,Back,Interceptions,0
Scotland,Sam Johnson,Glasgow,Back,Passes Made,33
Scotland,Sam Johnson,Glasgow,Back,Off Loads Made,2
Scotland,Sam Johnson,Glasgow,Back,Tackles Made,40
Scotland,Sam Johnson,Glasgow,Back,Missed Tackles,8
Scotland,Sam Johnson,Glasgow,Back,Turnovers Won,0
Scotland,Sam Johnson,Glasgow,Back,Turnovers Conceded,3
Scotland,Sam Johnson,Glasgow,Back,Handling Errors,3
Scotland,Sam Johnson,Glasgow,Back,Penalties Conceded,1
Scotland,Sam Johnson,Glasgow,Back,Kicks From Hand,3
Scotland,Sam Johnson,Glasgow,Back,Kicks Caught,0
Scotland,Sam Johnson,Glasgow,Back,Successful Lineout Takes,1
Scotland,Sam Johnson,Glasgow,Back,Stolen Lineouts,0
Scotland,Sam Johnson,Glasgow,Back,Yellow Cards,0
Scotland,Sam Johnson,Glasgow,Back,Red Cards,0
Scotland,Huw Jones,Glasgow,Back,Metres Gained,21
Scotland,Huw Jones,Glasgow,Back,Carries,14
Scotland,Huw Jones,Glasgow,Back,Metres Per Carry,1.5
Scotland,Huw Jones,Glasgow,Back,Minutes Played,137
